{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekend'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Night'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekend'}
{u'Season': u'Winter'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Night'; u'Demand_Factor': u'Medium'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Night'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Medium'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Morning'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Night'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Winter'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Medium'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Winter'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekend'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Night'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekend'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Night'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Night'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Night'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Medium'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Night'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'High'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'High'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Night'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Morning'; u'Demand_Factor': u'Low'; u'Day': u'Weekend'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Night'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Spring'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Night'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'Less_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'Medium'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Morning'; u'Demand_Factor': u'Medium'; u'Day': u'Weekend'}
{u'Season': u'Winter'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Night'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Summer'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Warm'; u'Time': u'Night'; u'Demand_Factor': u'Low'; u'Day': u'Weekdays'}
{u'Season': u'Autumn'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Afternoon'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'High'; u'Overload': u'Yes'; u'Weather': u'Warm'; u'Time': u'Afternoon'; u'Demand_Factor': u'High'; u'Day': u'Weekdays'}
{u'Season': u'Spring'; u'Outage_Duration': u'More_than_1H'; u'Number_of_Customers': u'Low'; u'Overload': u'No'; u'Weather': u'Cold'; u'Time': u'Evening'; u'Demand_Factor': u'High'; u'Day': u'Weekend'}
